block_start_utc,block_decision_ts,pool_id,mint_id,regime_decision,complete_ts,eligibility_ts,entry_ts,entry_slot,exit_ts,exit_kind,exit_value_usd,pnl_usd_25,latency_s,observation_s,fee_bps_entry,ordering,eligible_boost,eligible_coverage,eligible_no_gap,bankroll_100_notional,bankroll_100_pnl,bankroll_100_before,bankroll_100_after,bankroll_100_drawdown,bankroll_500_notional,bankroll_500_pnl,bankroll_500_before,bankroll_500_after,bankroll_500_drawdown,bankroll_2000_notional,bankroll_2000_pnl,bankroll_2000_before,bankroll_2000_after,bankroll_2000_drawdown
2026-09-02 15:00,1788361200,3a7af450eeaa70c52ec147b8f466b1b6,b79198e4f07baf63ff8929e01d0c9251,ON,1788361216,1788361223,1788361223,443725771,1788361281,SL,16.5462853,-8.473714699999999,2,5,,CONSERVATIVE,1,1,1,3.3333333333333335,-1.1477759333333335,100,98.85222406666666,-0.011477759333333353,16.666666666666668,-5.656989566666667,500,494.34301043333335,-0.011313979133333305,25.0,-8.473714699999999,2000,1991.5262853,-0.004236857350000037
2026-09-03 17:15,1788455700,706d23bf7ff342c4ab641652d3036cce,ae176908ca8a907da33ee63a31f01b46,ON,1788455720,1788455727,1788455727,444025823,1788456027,TIMEOUT,26.1372101,1.1172101000000008,2,5,,CONSERVATIVE,1,1,1,3.2950741355555557,0.12993276444444438,98.85222406666666,98.98215683111111,-0.011477759333333353,16.47810034777778,0.7296511522222207,494.34301043333335,495.0726615855556,-0.011313979133333305,25.0,1.1172101000000008,1991.5262853,1992.6434954,-0.004236857350000037
2026-09-03 18:00,1788458400,1a1afe2d31ae9deb0f762de7f97e21b1,42c3cdaacee9d9e9446cf786eac8a56d,ON,1788458636,1788458643,1788458643,444035054,1788458943,TIMEOUT,27.0949271,2.0749270999999996,2,5,,CONSERVATIVE,1,1,1,3.299405227703704,0.25660867229629636,98.98215683111111,99.23876550340741,-0.011477759333333353,16.502422052851855,1.3631056471481453,495.0726615855556,496.4357672327037,-0.011313979133333305,25.0,2.0749270999999996,1992.6434954,1994.7184224999999,-0.004236857350000037
2026-09-03 20:15,1788466500,606885182f6d72156e553ece24875477,8504c0152ebf9acb9796c51dbc0b25f0,ON,1788466520,1788466527,1788466527,444060022,1788466578,SL,12.6820887,-12.3379113,2,5,,CONSERVATIVE,1,1,1,3.3079588501135806,-1.6508051501135808,99.23876550340741,97.58796035329382,-0.024120396467061767,16.54785890775679,-8.17519280775679,496.4357672327037,488.2605744249469,-0.02347885115010615,25.0,-12.3379113,1994.7184224999999,1982.3805111999998,-0.008809744400000112
2026-09-03 20:30,1788467400,729aa56e68f9fbf053ca5cdee8fadd07,983afa387b752b83f88668ae4e79d707,ON,1788467398,1788467405,1788467405,444062800,1788467705,TIMEOUT,26.6229385,1.6029385,2,5,,CONSERVATIVE,1,1,1,3.252932011776461,0.19124788822353891,97.58796035329382,97.77920824151737,-0.024120396467061767,16.275352480831565,1.036707319168435,488.2605744249469,489.29728174411537,-0.02347885115010615,25.0,1.6029385,1982.3805111999998,1983.9834496999997,-0.008809744400000112
